id,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label,Attempted Category
31,172.31.66.11-13.89.185.175-49670-443-6,172.31.66.11,49670,13.89.185.175,443,6,2018-02-14 12:32:36.639083,178063,2,1,72,124,72,0,36.0,50.91168824543142,124,124,124.0,0.0,1100.73400987291,16.847969538871073,89031.5,67860.33068369178,137016,41047,178063,178063.0,0.0,178063,178063,0,0.0,0.0,0,0,1,1,0,0,0,0,40,20,11.231979692580715,5.615989846290358,0,124,65.33333333333334,62.26823695378996,3877.333333333333,0,0,0,2,3,0,0,0,0.5,65.33333333333333,36.0,124.0,0,0,0,0,0,0,0,24,0,41,253,7930,0,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,178063,BENIGN,-1
32,172.31.66.11-52.84.58.225-49850-443-6,172.31.66.11,49850,52.84.58.225,443,6,2018-02-14 12:33:48.814180,116372607,12,11,639,3874,206,0,53.24999999999999,74.6447647801968,1460,0,352.18181818181824,570.2984864405338,38.78060409869481,0.1976410135763307,5289663.954545454,17085810.926563412,58156325,0,116372607,10579327.90909091,23495527.20011073,58203991,139,116310481,11631048.1,24498425.93886049,58166335,0,6,5,0,0,0,0,252,232,0.1031170505615638,0.0945239630147668,0,1460,196.21739130434784,417.0537306262216,173933.81422924905,0,2,0,11,22,0,1,1,0.9166666666666666,196.2173913043478,53.25,352.1818181818182,0,0,0,0,0,0,0,27,0,168,8192,123,6,20,77727.0,22176.282871572505,93408,62046,58077426.0,111580.03585767484,58156325,57998527,-1,-1,116372607,BENIGN,-1
33,172.31.66.11-216.58.211.162-49764-443-6,172.31.66.11,49764,216.58.211.162,443,6,2018-02-14 12:34:15.569318,117741704,8,8,290,334,152,0,36.24999999999999,52.01579430464229,80,0,41.75,30.07490648364513,5.299736446824313,0.1358906781237003,7849446.933333333,20603870.32943974,58904752,1,117741704,16820243.42857143,28586105.094662145,58904752,35,117583442,16797634.57142857,28641320.25315575,59060554,1,4,6,0,0,0,0,160,160,0.0679453390618501,0.0679453390618501,0,152,39.0,41.14365078599613,1692.8,0,0,0,10,16,0,0,0,1.0,39.0,36.25,41.75,0,0,0,242,4,3457142,0,18,0,20,258,323,3,20,195730.5,56094.073844747625,235395,156066,58597084.0,435108.2583082054,58904752,58289416,-1,-1,362797170,BENIGN,-1
34,172.31.66.11-52.168.138.145-123-123-17,172.31.66.11,123,52.168.138.145,123,17,2018-02-14 12:35:03.688060,64033429,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.9984338336777188,0.0624673715349524,21344476.333333336,36804629.99124309,63842712,19446,64013983,64013983.0,0.0,64013983,64013983,63862158,63862158.0,0.0,63862158,63862158,0,0,0,0,0,0,16,16,0.0312336857674762,0.0312336857674762,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,171271.0,0.0,171271,171271,63842712.0,0.0,63842712,63842712,-1,-1,0,BENIGN,-1
35,172.31.66.11-166.78.139.188-49876-443-6,172.31.66.11,49876,166.78.139.188,443,6,2018-02-14 12:37:39.164908,39043,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,51.22557180544528,39043.0,0.0,39043,39043,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,25.61278590272264,25.61278590272264,0,0,0.0,0.0,0.0,0,1,1,0,1,0,1,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,39043,BENIGN,-1
36,172.31.66.11-166.78.139.188-49877-443-6,172.31.66.11,49877,166.78.139.188,443,6,2018-02-14 12:37:39.165192,38803,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,51.54240651496018,38803.0,0.0,38803,38803,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,25.77120325748009,25.77120325748009,0,0,0.0,0.0,0.0,0,1,1,0,1,0,1,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,38803,BENIGN,-1
37,172.31.66.11-166.78.139.188-49880-443-6,172.31.66.11,49880,166.78.139.188,443,6,2018-02-14 12:37:39.419101,39310,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,50.877639277537526,39310.0,0.0,39310,39310,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,25.438819638768763,25.438819638768763,0,0,0.0,0.0,0.0,0,1,1,0,1,0,1,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,39310,BENIGN,-1
38,172.31.66.11-166.78.139.188-49877-443-6,172.31.66.11,49877,166.78.139.188,443,6,2018-02-14 12:37:39.714837,38647,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,51.75045928532616,38647.0,0.0,38647,38647,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,25.87522964266308,25.87522964266308,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,38647,BENIGN,-1
39,172.31.66.11-166.78.139.188-49876-443-6,172.31.66.11,49876,166.78.139.188,443,6,2018-02-14 12:37:39.714810,39110,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,51.13781641523907,39110.0,0.0,39110,39110,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,25.568908207619536,25.568908207619536,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,39110,BENIGN,-1
40,172.31.66.11-166.78.139.188-49880-443-6,172.31.66.11,49880,166.78.139.188,443,6,2018-02-14 12:37:39.964804,39243,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,50.96450322350483,39243.0,0.0,39243,39243,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,25.48225161175241,25.48225161175241,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,39243,BENIGN,-1
41,172.31.66.11-67.215.9.148-49891-443-6,172.31.66.11,49891,67.215.9.148,443,6,2018-02-14 12:38:22.354560,27900,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,71.68458781362007,27900.0,0.0,27900,27900,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,35.842293906810035,35.842293906810035,0,0,0.0,0.0,0.0,0,1,1,0,1,0,1,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,27900,BENIGN,-1
42,172.31.66.11-67.215.9.148-49892-443-6,172.31.66.11,49892,67.215.9.148,443,6,2018-02-14 12:38:22.354791,28059,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,71.27837770412346,28059.0,0.0,28059,28059,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,35.63918885206173,35.63918885206173,0,0,0.0,0.0,0.0,0,1,1,0,1,0,1,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,28059,BENIGN,-1
43,172.31.66.11-67.215.9.148-49893-443-6,172.31.66.11,49893,67.215.9.148,443,6,2018-02-14 12:38:22.635922,27830,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,71.86489399928135,27830.0,0.0,27830,27830,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,35.932446999640675,35.932446999640675,0,0,0.0,0.0,0.0,0,1,1,0,1,0,1,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,27830,BENIGN,-1
44,172.31.66.11-67.215.9.148-49891-443-6,172.31.66.11,49891,67.215.9.148,443,6,2018-02-14 12:38:22.885442,27810,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,71.9165767709457,27810.0,0.0,27810,27810,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,35.95828838547285,35.95828838547285,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,27810,BENIGN,-1
45,172.31.66.11-67.215.9.148-49892-443-6,172.31.66.11,49892,67.215.9.148,443,6,2018-02-14 12:38:22.885468,27785,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,71.98128486593485,27785.0,0.0,27785,27785,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,35.99064243296743,35.99064243296743,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,27785,BENIGN,-1
46,172.31.66.11-67.215.9.148-49893-443-6,172.31.66.11,49893,67.215.9.148,443,6,2018-02-14 12:38:23.166704,27844,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,71.82876023559834,27844.0,0.0,27844,27844,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,35.91438011779917,35.91438011779917,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,27844,BENIGN,-1
47,172.31.66.11-77.93.254.178-49894-443-6,172.31.66.11,49894,77.93.254.178,443,6,2018-02-14 12:38:23.444893,124753,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,16.03167859690749,124753.0,0.0,124753,124753,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,8.015839298453745,8.015839298453745,0,0,0.0,0.0,0.0,0,1,1,0,1,0,1,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,124753,BENIGN,-1
48,172.31.66.11-77.93.254.178-49895-443-6,172.31.66.11,49895,77.93.254.178,443,6,2018-02-14 12:38:23.445104,124731,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,16.034506257466067,124731.0,0.0,124731,124731,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,8.017253128733033,8.017253128733033,0,0,0.0,0.0,0.0,0,1,1,0,1,0,1,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,124731,BENIGN,-1
49,172.31.66.11-77.93.254.178-49896-443-6,172.31.66.11,49896,77.93.254.178,443,6,2018-02-14 12:38:23.726035,112205,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17.824517623991802,112205.0,0.0,112205,112205,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,8.912258811995901,8.912258811995901,0,0,0.0,0.0,0.0,0,1,1,0,1,0,1,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,112205,BENIGN,-1
50,172.31.66.11-77.93.254.178-49894-443-6,172.31.66.11,49894,77.93.254.178,443,6,2018-02-14 12:38:24.072920,124703,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,16.038106541141754,124703.0,0.0,124703,124703,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,8.019053270570877,8.019053270570877,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,124703,BENIGN,-1
5605635,18.221.219.4-172.31.69.25-39922-21-6,18.221.219.4,39922,172.31.69.25,21,6,2018-02-14 14:33:26.718731,19,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,105263.15789473684,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,52631.57894736842,52631.57894736842,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,19,FTP-BruteForce - Attempted,1
5605636,18.221.219.4-172.31.69.25-39924-21-6,18.221.219.4,39924,172.31.69.25,21,6,2018-02-14 14:33:26.719116,3,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6666666666,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,333333.3333333333,333333.3333333333,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,3,FTP-BruteForce - Attempted,1
5605637,18.221.219.4-172.31.69.25-39926-21-6,18.221.219.4,39926,172.31.69.25,21,6,2018-02-14 14:33:26.719124,3,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6666666666,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,333333.3333333333,333333.3333333333,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,3,FTP-BruteForce - Attempted,1
5605638,18.221.219.4-172.31.69.25-39928-21-6,18.221.219.4,39928,172.31.69.25,21,6,2018-02-14 14:33:26.719307,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,FTP-BruteForce - Attempted,1
5605639,18.221.219.4-172.31.69.25-39930-21-6,18.221.219.4,39930,172.31.69.25,21,6,2018-02-14 14:33:26.719366,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,FTP-BruteForce - Attempted,1
5605640,18.221.219.4-172.31.69.25-39932-21-6,18.221.219.4,39932,172.31.69.25,21,6,2018-02-14 14:33:26.719450,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,FTP-BruteForce - Attempted,1
5605641,18.221.219.4-172.31.69.25-39934-21-6,18.221.219.4,39934,172.31.69.25,21,6,2018-02-14 14:33:26.719552,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,FTP-BruteForce - Attempted,1
5605642,18.221.219.4-172.31.69.25-39936-21-6,18.221.219.4,39936,172.31.69.25,21,6,2018-02-14 14:33:26.719670,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,FTP-BruteForce - Attempted,1
5605643,18.221.219.4-172.31.69.25-39938-21-6,18.221.219.4,39938,172.31.69.25,21,6,2018-02-14 14:33:26.720173,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1,FTP-BruteForce - Attempted,1
5605644,18.221.219.4-172.31.69.25-39940-21-6,18.221.219.4,39940,172.31.69.25,21,6,2018-02-14 14:33:26.720231,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,FTP-BruteForce - Attempted,1
5605645,18.221.219.4-172.31.69.25-39942-21-6,18.221.219.4,39942,172.31.69.25,21,6,2018-02-14 14:33:26.819528,19,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,105263.15789473684,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,52631.57894736842,52631.57894736842,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,19,FTP-BruteForce - Attempted,1
5605646,18.221.219.4-172.31.69.25-39944-21-6,18.221.219.4,39944,172.31.69.25,21,6,2018-02-14 14:33:26.820120,4,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,250000.0,250000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,4,FTP-BruteForce - Attempted,1
5605647,18.221.219.4-172.31.69.25-39946-21-6,18.221.219.4,39946,172.31.69.25,21,6,2018-02-14 14:33:26.820128,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1,FTP-BruteForce - Attempted,1
5605648,18.221.219.4-172.31.69.25-39948-21-6,18.221.219.4,39948,172.31.69.25,21,6,2018-02-14 14:33:26.820131,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1,FTP-BruteForce - Attempted,1
5605649,18.221.219.4-172.31.69.25-39950-21-6,18.221.219.4,39950,172.31.69.25,21,6,2018-02-14 14:33:26.820174,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,FTP-BruteForce - Attempted,1
5605650,18.221.219.4-172.31.69.25-39952-21-6,18.221.219.4,39952,172.31.69.25,21,6,2018-02-14 14:33:26.820327,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,FTP-BruteForce - Attempted,1
5605651,18.221.219.4-172.31.69.25-39954-21-6,18.221.219.4,39954,172.31.69.25,21,6,2018-02-14 14:33:26.820332,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1,FTP-BruteForce - Attempted,1
5605652,18.221.219.4-172.31.69.25-39956-21-6,18.221.219.4,39956,172.31.69.25,21,6,2018-02-14 14:33:26.820334,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1,FTP-BruteForce - Attempted,1
5605653,18.221.219.4-172.31.69.25-39958-21-6,18.221.219.4,39958,172.31.69.25,21,6,2018-02-14 14:33:26.820696,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,FTP-BruteForce - Attempted,1
5605654,18.221.219.4-172.31.69.25-39960-21-6,18.221.219.4,39960,172.31.69.25,21,6,2018-02-14 14:33:26.820831,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,FTP-BruteForce - Attempted,1
5605655,18.221.219.4-172.31.69.25-39962-21-6,18.221.219.4,39962,172.31.69.25,21,6,2018-02-14 14:33:27.020469,18,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,111111.11111111112,18.0,0.0,18,18,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,55555.55555555556,55555.55555555556,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,18,FTP-BruteForce - Attempted,1
5605656,18.221.219.4-172.31.69.25-39964-21-6,18.221.219.4,39964,172.31.69.25,21,6,2018-02-14 14:33:27.020916,4,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,250000.0,250000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,4,FTP-BruteForce - Attempted,1
